,PC1,PC2,PC3,cell_type
364.6.062,-1.5294330192891437,-1.9426880706687788,3.6355167397010253,Epithelial
364.6.067,-1.7926266679602825,-2.5646447294882946,1.2002723550395995,T_CD3
364.60.045,-2.6341060685285362,-2.128393458341608,2.949416297971664,T_CD3
364.60.046,-3.145119654237603,-0.3249855762323046,3.658639123689056,B
364.60.052,-1.377067456377652,-1.5660194109091012,1.2168254953962017,T_CD3
364.61.036,-0.5409523148519157,-1.4087526260410321,-0.9256409403059526,T_CD3
364.61.051,-2.200309738411165,-2.4380003612154364,4.459126117951806,Epithelial
364.61.052,-1.8961079617984513,-2.039121964239257,2.148029800837444,Monocyte
364.62.036,-2.0246050236600155,-2.3451655224748764,-0.13360221497715366,Epithelial
364.62.051,-1.569120544590982,-2.8995783381709783,2.1879634245394257,Monocyte
364.63.036,-1.3808897997874847,-3.2313706462647467,-1.1004206360259943,Epithelial
364.63.062,0.06354008864881637,-2.371233810663794,1.9079352376503786,Monocyte
364.64.027,-1.7076437491328056,-2.7092467067934183,1.9235983679095763,B
364.64.051,-1.202204623254084,-2.5439744841290004,3.938673433096436,Epithelial
364.64.06,-0.24402641293267982,-2.3937449004908053,4.7943563095882595,Monocyte
364.64.062,-0.43925210583993873,-1.6804759204989796,1.2429106863400146,Epithelial
364.65.052,-1.2334405805976938,-1.524064702479416,3.0787975895225705,Monocyte
364.65.06,-1.2318403445967108,-1.182909080347046,-3.216608185651892,T_CD3
364.66.046,-2.1285283271264754,-2.616466405292372,4.092662662350854,T_CD8A
364.66.052,-3.1364893150680913,-3.201962309740092,3.124053628605063,B
364.66.062,-2.342397225400281,-1.826216089650826,0.2340729687625536,Epithelial
364.67.036,-0.87455908758839,-1.5691369949971918,2.276999232370987,T_CD3
364.67.046,-1.8770694844306823,-1.7249947698182755,3.494906446195605,T_CD3
364.67.062,-1.7366236027068611,-2.5402587426539567,1.771959697088609,Monocyte
364.67.068,-1.578673442464389,-1.1243118225861815,2.3252137302456624,T_CD3
364.68.046,-2.949176283475145,-0.7975431831078733,3.627433311039691,B
364.68.051,-1.6830627552749426,-2.0829917961185886,1.7248796033475307,Epithelial
364.68.059,-1.8900314251444805,-3.2364931107593016,1.1187711292071882,Monocyte
364.68.062,-3.512744873878276,-4.238519058387983,6.023568725482026,Epithelial
364.68.068,-0.9022302857800947,-1.376386102921088,2.108225242709448,T_CD3
364.69.051,-1.1778444111696937,-2.04649027573555,1.9604341081659125,Monocyte
364.69.062,-3.517557718597187,-3.424818545773967,3.762576215583256,T_CD3
364.7.035,-1.997014765962554,-1.7250478920237484,2.937906236043978,T_CD3
364.7.036,-0.3028946942657789,-2.0000365606383923,2.934747416716257,T_CD8A
364.7.044,-1.6578415645603497,-2.649276667207749,4.151664765447634,T_CD8A
364.7.05,-2.0820803993332913,-1.5202307407321816,2.5560186186784923,T_CD3
364.7.051,-1.8177448484238141,-2.413677279272938,3.008021847759995,Epithelial
364.7.061,-1.0525300361479764,-1.3720649123006388,1.6598340690083206,Monocyte
364.7.067,-0.8704732153415546,-2.1342197301423846,1.6298869036097854,T_CD3
364.7.068,-1.389419414797335,-1.071400077068219,0.5144005332818632,B
364.70.027,-1.5033819504363755,-2.7040693919175096,1.9155902897579036,
364.70.036,-1.2928269299426725,-2.1433275561506635,3.5249748764824496,Monocyte
364.70.052,-2.352478497653842,-3.469254560694334,1.0667820720138375,B
364.70.062,-0.6042775242207592,-3.1923448903645104,2.3501228863957886,Epithelial
364.71.046,-3.266916869678384,-1.8397100607192063,3.887477311347739,B
364.71.062,-0.9790024844686663,-2.844670131261156,1.036822896570814,Epithelial
364.72.036,-0.9014274010189355,-1.3506133575104768,-0.7301832500820739,T_CD3
364.72.062,-0.8521118786552866,-3.23707618331427,1.3937946547032127,Epithelial
364.73.046,-1.2504943313999097,-2.7260085115638883,2.7258995318282304,T_CD8A
364.73.06,-1.1122552668675234,-2.416350748751649,2.0832369644483224,Monocyte
364.74.036,-1.380768241153557,-2.375801733360217,0.02424041405646323,Epithelial
364.74.051,-2.3116144513635515,-2.5984308397364466,3.3335634059548114,Epithelial
364.74.068,-1.7110390793673407,-2.001373144485785,3.5876816492935566,Epithelial
364.75.046,-1.4969160939899675,-1.6449162619692115,3.6534130642933187,T_CD3
364.76.046,-2.7794064515132924,-0.8804460814426428,1.4899205629753718,B
364.76.062,-0.915957999209333,-1.3798688284850849,0.37842340239365074,Epithelial
364.77.068,-1.1333463913662372,-3.0701279189159667,1.4021192779715737,T_CD3
364.79.06,-0.6432364382384044,-3.287858105079106,1.0489869473792033,Monocyte
364.79.069,-2.4170564115236917,-2.667002796771638,-3.8055478903226554,T_CD3
364.8.018,-1.9633059558449233,-2.4342667367208097,2.950551382392643,T_CD8A
364.8.027,-1.4585849652394316,-2.7190946705916352,2.516611313476601,T_CD3
364.8.036,-1.3877398132976766,-3.1120675792438974,3.8768882529050526,T_CD8A
364.8.046,-1.3175700209476866,-1.8675381970404226,2.5876920973504283,B
364.8.067,-1.5470066372300162,-2.3756983036715433,0.7560953421811464,T_CD3
364.8.068,-2.045876042192426,-3.3299390363948,1.796126947287536,Epithelial
364.8.071,-1.5294633794978747,-1.973894768848511,2.924554843826993,T_CD8A
364.80.036,-0.8108676781654156,-1.2441004620833813,1.5398349319462645,Monocyte
364.80.046,-2.1183187703607906,-1.9366649461554355,3.1384129185104057,T_CD3
364.9.0,-1.1056406403013708,-1.315940591657836,0.33573846189216194,T_CD8A
364.9.027,-1.6593060283057826,-2.1658994179946163,3.0876768472672604,B
364.9.036,-1.3764805365064858,-2.159343029288886,4.218424993683206,T_CD8A
364.9.045,-0.7257442760506484,-1.7584953956023166,2.0762336402818207,T_CD3
364.9.046,-2.056646209129128,-1.6037774019268598,3.949601903353936,B
364.9.059,-1.9336829126605148,-3.320513760084933,-0.030732189304093598,Epithelial
364.9.062,-1.5411629415311827,-2.4384206338207957,1.000866742897004,T_CD3
364.9.066,-1.7082694888125127,-1.6657457316144375,1.0517506947607145,T_CD3
364.9.068,-1.846379721064514,-2.8192349012743945,0.6349942339141474,B
364.9.074,-0.4474776892907211,-1.9029854197663334,2.9199288486458173,Epithelial
364.94.068,-2.662063796087981,-1.1110620370633246,0.33755209298907324,T_CD3
364.95.068,-2.57468968511353,-2.038227284790932,1.2548809039681552,T_CD3
364.97.068,-0.7862059491316049,0.9726651799590122,1.5915911984603535,T_CD3
364.98.068,-1.002462513644927,-1.228393010857281,2.1267950252473966,Monocyte
880.1.003,-1.224336331434457,-2.196949639074496,-2.8796918504220996,Endothelial
880.1.007,-0.36617110370529676,-1.9913746477197405,-2.290114181980682,Epithelial
880.1.012,-0.7404863410644764,-1.6526790140502745,-2.718306211192541,
880.1.013,-0.9015184002842596,-1.962686429468096,-2.6280887831372244,Epithelial
880.1.027,-1.813347587898741,-5.448350093229431,-2.9387593307812794,Epithelial
880.1.042,-0.49211030731177824,-3.8312027740348378,-0.8773804746279722,Epithelial
880.1.049,-2.0198806871710104,-4.257972171118639,-3.8908224119059436,Endothelial
880.1.053,-1.6999224031132771,-2.9587377816885536,0.2836748773847246,Epithelial
880.1.055,-2.2406666623159137,-4.2175825981907495,0.33635500469501367,Endothelial
880.1.07,-0.8583835110884581,-2.890477579851594,-3.971953173471565,Endothelial
880.1.088,-0.6632199745690074,-2.4366316670663077,-3.852315820493925,Endothelial
880.1.089,-0.8601614541263112,-2.4640102819766194,-4.531487780476251,Macrophage
880.1.091,-0.5323562251840573,-3.0399255040699784,-5.597689031392852,Endothelial
880.1.092,-1.3222636547850772,-2.83993458798098,-3.1964740939060596,Epithelial
880.1.094,-0.9107913042737477,-2.6641573403064673,-3.373066201477013,Endothelial
880.1.103,-1.2744070089051274,-2.645973656762047,-0.6229347391320929,Epithelial
880.1.106,-2.2518210953389355,-1.133813037952484,-1.9909282710925238,Epithelial
880.1.114,-0.7636505869557244,-3.280322913282711,-3.35987781655181,Endothelial
880.1.116,-1.7850078511104173,-2.4049531224831355,-4.38727979227926,Macrophage
880.10.007,-1.4242717419179758,-2.9225741913369756,-4.31597237419771,Epithelial
880.10.011,-2.402877759683452,0.6872699434630715,-1.7327335979887228,Macrophage
880.10.012,-0.9175151228242295,-4.705816024051548,-2.089503945378157,Epithelial
880.10.014,-0.7188057544346085,-3.215293994914467,-2.9238545703301617,Smooth muscle
880.10.016,-1.7636083054201603,-3.1333017219575106,-2.201002655113238,Epithelial
880.10.047,-1.2362936059065897,-4.174870573840633,-3.0432407586103474,Epithelial
880.10.078,-1.2945731610095919,-2.3803459471480695,-1.7858655607884326,Endothelial
880.10.086,-1.706218240816496,-3.8446695088793734,-1.8921965996183852,Epithelial
880.10.087,-1.2232818145117044,-1.6785789372975606,-2.6266581609254294,Epithelial
880.10.092,-0.5613345592438977,-1.0973201014190728,-3.6768645442526733,Endothelial
880.10.095,-1.2569003599195183,-0.7598809157151555,-3.316367493983706,Epithelial
880.10.106,-1.4617701505317415,-1.6946922650257061,-3.729618602894285,
880.100.051,-0.15704446200580466,-1.9343207434788596,-4.5885614079672585,Endothelial
880.100.074,-1.058927194450002,-0.8534985091221796,-4.280508175524524,Smooth muscle
880.100.091,-0.11697234294038894,-0.428646184181468,-4.047201770103001,Endothelial
880.101.074,1.1268407303112435,-2.329706020899417,-1.1807261919621228,Smooth muscle
880.101.092,-0.9440606710640342,-0.6278441397603279,-3.447708807016564,Endothelial
880.101.096,-0.6638303670735057,-4.196475397720965,-5.674880925118835,Endothelial
880.102.085,-0.4300734609359542,-1.9805408305981418,-4.118598829123157,Macrophage
880.104.051,-1.3677802080196035,-1.2246563416590286,-4.226629679892778,Smooth muscle
880.106.096,-0.44052873853386315,-2.6300520740040065,-3.598959545977112,Smooth muscle
880.108.074,0.05977054190395695,-0.9048899176177818,-5.661781204580158,Macrophage
880.108.092,0.8180783571035203,-1.2287895677521976,-3.267703702832609,Smooth muscle
880.109.085,0.13216423624474197,-1.3372314425165046,-3.779848182207416,Endothelial
880.11.004,-1.5807636717887394,-1.0066030580715675,-2.26319822260262,Epithelial
880.11.005,-1.114184225927988,-3.4931831306996033,-1.02680140738396,Endothelial
880.11.015,-0.7631852281965659,-2.7096052127380013,-1.947341912644567,Epithelial
880.11.02,-0.9849005504852301,-2.3684426384835033,-2.758837634252173,Endothelial
880.11.051,-0.601491767880413,-3.868414546627422,-0.7048101647196309,Endothelial
880.11.056,-1.285455421971696,-2.492124241913438,-1.6392150132884467,Epithelial
880.11.057,-1.3540035303541815,-1.8700461048841222,-2.6539747547305232,Epithelial
880.11.061,-1.8494030392027874,-1.800180304952582,-2.743997000894891,Smooth muscle
880.11.066,-1.9143177272132745,-3.4976550080675177,-2.611517739751615,Endothelial
880.11.078,-0.8728796680669578,-2.439873430248895,-1.9737484341810048,Smooth muscle
880.11.079,-2.369900477796283,-2.6078124605114548,-5.618873566952711,Macrophage
880.11.094,-0.8843889359250836,-1.7689335092081009,-2.5028682652260428,Endothelial
880.11.103,-0.9471997315729963,-1.262383380622338,-2.5528206092719183,Smooth muscle
880.11.116,-1.427424473623092,-1.4953598555856995,-5.851573459269668,Macrophage
880.110.092,0.8720068704563594,-0.9069602980847391,-4.7612831008586225,Smooth muscle
880.115.096,-0.06889916510623192,-2.738168622430098,-4.109984487907021,Endothelial
880.115.107,-0.6606573963248767,-1.7964788332041994,-2.8212427503696302,Smooth muscle
880.117.098,-0.6369126096633593,-1.5819611792731996,-2.6238259032564937,Smooth muscle
880.119.085,-1.6390397888993302,-1.740156385966889,-4.673612308829502,Macrophage
880.12.003,-1.0361108199653168,-2.4247619921241164,-2.322875681813123,Epithelial
880.12.006,-1.0931845697149338,-1.7724541388655402,-3.535883625738559,Smooth muscle
880.12.012,-1.5895519254790653,-1.8358013063514445,0.6580312697343591,
880.12.013,-2.134726389180603,-3.2894864988579577,-1.5286407766268133,Epithelial
880.12.015,-1.4820552503538504,-1.5612127273779148,-2.579413976936557,
880.12.017,-1.7564510129061026,-1.377856580787525,-2.141907721889241,Smooth muscle
880.12.027,-0.6058316355170226,-2.2893565402325247,-2.8671236947824927,Smooth muscle
880.12.028,1.1934460924514934,-1.215830250465622,-3.7369558306635686,Endothelial
880.12.039,-1.891041076559817,-2.0953026212010903,-4.076910107715795,Smooth muscle
880.12.046,-1.903783397512414,-2.1201609612949395,-3.3508941048523972,Smooth muscle
880.12.049,-0.7691508670459345,-3.6400558500266342,-5.669273591694183,Endothelial
880.12.061,-2.2097928473156347,-1.3462553088181293,-3.5595098395786264,Smooth muscle
880.12.076,-2.0740603519693814,-1.8120417497599246,-2.3157082789009937,Macrophage
880.12.079,-1.5054425049437457,-2.6640883389545484,-3.6821462065497172,Endothelial
880.12.086,-1.3056455415739694,-0.9892749735376957,-2.7363031173175423,Epithelial
880.12.103,-1.5212354129637604,-1.946203875948624,-2.290268654837926,Smooth muscle
880.12.108,-1.057502351425005,-1.3295008889644002,-3.2604277480857395,Macrophage
880.12.114,-0.7574322057063765,-2.5860657217060394,-4.430675653124386,Endothelial
880.120.096,-0.9668035783997637,-2.4079808883485887,-4.020968332307492,Endothelial
880.120.103,-1.5324747744694696,-0.7084752122299585,-3.234479401809829,Smooth muscle
880.122.088,0.23259444270692212,-1.155506874700954,-3.5708204189429598,Endothelial
880.128.085,-0.7397666978969288,-3.4063970606505305,-4.744188772921759,Macrophage
880.13.003,-1.592057723803396,-3.2836124268558375,-2.172238691768002,Endothelial
880.13.004,-2.463326691901232,-2.9858120850673355,-1.042305395841401,Epithelial
880.13.011,-1.5324789323874104,-4.016883872015587,-3.111837295857068,Endothelial
880.13.013,-1.8404996589430103,-2.885588523324783,-2.789709536221498,Epithelial
880.13.014,-1.7704903800453247,-2.1380993190841395,-2.855879054258936,Epithelial
880.13.015,-0.22490646634537145,-3.742164585297506,-3.764126595209638,Epithelial
880.13.028,-0.65194154367737,-3.044883200171708,-2.886458931218941,Epithelial
880.13.049,-0.8921141500700466,-2.515421669644465,-4.680819450623989,Endothelial
880.13.067,-1.8288757765969081,-2.8349306067786766,-0.5031879863679178,Epithelial
880.13.078,-1.7024811707740781,-1.8061774716618426,-2.1515313866459094,Epithelial
880.13.081,-1.190168123576421,-1.9886528079944013,-3.531613541694923,Smooth muscle
880.13.085,-0.42476551902524545,-3.308566527093185,-3.941852229632512,Endothelial
880.13.086,-1.149095297743223,-2.0827794539673876,-3.165256478449193,Epithelial
880.13.087,-1.1560482205731888,-2.746098544282244,-1.2093219513559108,Epithelial
880.13.088,-0.19303763008865973,-3.319414301508557,-3.7263081894800028,Endothelial
880.13.096,-1.5058932574179806,-2.533723573765013,-4.655399309140691,Epithelial
880.13.106,-0.5037662719480067,-2.2547566644016444,-3.4069896924845873,Smooth muscle
880.13.114,-0.730368567788185,-2.6161102915130683,-3.387674432964684,Endothelial
880.13.116,-1.2218987123543776,-2.849662995454044,-2.8496844728414854,Macrophage
880.136.085,-0.5688917297477234,-1.5863078066164065,-3.455889914513653,Macrophage
880.14.003,-1.594983955330301,-4.218706845574047,-0.32120849745547886,Epithelial
880.14.004,-1.1354692023991395,-0.4119634567778471,-3.1172770929439806,Epithelial
880.14.006,-2.161991658472267,-1.5263819420828337,-1.4001693308398688,Epithelial
880.14.008,-0.6129278675469045,-1.5081863080711049,-5.447525889493727,Endothelial
880.14.012,-1.940403095663684,-2.3455750760177265,-3.2765254460423034,
880.14.013,-1.050182183593046,-2.2498147128633668,-2.7362736222653483,Epithelial
880.14.014,0.6659337287488932,-4.575093104014575,-3.8514278346187067,Epithelial
880.14.02,-0.7435648660311318,-1.8453486012478686,-2.304415676901668,Epithelial
880.14.027,-2.1596938248640365,-2.131016532283829,-3.2772669454953633,Smooth muscle
880.14.05,-0.33236505336423516,-2.06230120158261,-3.4364035659302408,Endothelial
880.14.068,0.5634976974499477,-3.433220625952969,-4.197886344196751,Endothelial
880.14.073,-1.8327209444534156,-1.795748245075549,-2.380465976217826,Epithelial
880.14.074,-1.2656259836122468,-3.3620669821548157,-3.083702228943939,Smooth muscle
880.14.081,-1.6348399503004387,-2.6991311333730965,-2.2172733755744765,Endothelial
880.14.086,-0.8185499012014807,-2.076946074264385,-3.1605940864421114,Epithelial
880.14.087,-1.1781232053391109,-1.732947748848018,-0.9949682049911293,Epithelial
880.14.092,-0.4752220673857542,-1.2911451628618311,-2.5585509045278423,Epithelial
880.14.115,-0.18545970687444188,-1.9688892287918964,-4.249700968575856,Endothelial
880.14.116,-2.5869645786499262,-3.813470275109031,-1.0420530764341793,Endothelial
880.149.087,-0.47475688270313,-2.432708730821236,-3.928828291869576,Endothelial
880.15.004,-1.4010854706001812,-1.9862460563046858,-3.6858370026467075,Epithelial
880.15.006,-0.6465673986788892,-2.214817141572203,-0.9898245185785527,Epithelial
880.15.007,-0.752492576778153,-2.808209386249179,-4.940779524981635,Endothelial
880.15.015,-1.3940383027417051,-4.603419062604027,-0.7936153846404569,Epithelial
880.15.026,-1.0094567865890598,-2.611723399801498,-3.5368695028416477,Smooth muscle
880.15.044,-0.7914326845346371,-2.0773143537738665,-3.2297292959523674,Epithelial
880.15.045,-1.5269658831570663,-2.7590956339111394,-1.5475401355425025,Smooth muscle
880.15.048,-1.488374198563748,-3.2497455373441118,-0.03263442690171899,Epithelial
880.15.058,-1.5716437333177207,-1.57071142540173,-4.396449247785204,Endothelial
880.15.062,-2.2186774468879205,-2.504900530496115,-0.7317879515141166,Endothelial
880.15.067,-0.5914955623495085,-3.456837676854429,-2.779759532751504,Smooth muscle
880.15.079,-0.8013928172793207,-3.500061033081234,-3.4891690835255615,Endothelial
880.15.081,-3.0661072165431795,-1.6587600362294197,-0.4772456217186046,Epithelial
880.15.083,-1.204132452621928,-2.6542043064312244,-3.5100700532372686,Smooth muscle
880.15.094,-0.6613907609973882,-1.234127579431835,-2.8762796681564913,Endothelial
880.15.107,-0.6563893827641233,-3.8384960889670054,-1.683898036488047,Epithelial
880.15.113,-0.6145246696681472,-2.0954694695212366,-3.781838809660619,Macrophage
880.156.087,1.3025269178372458,-0.7087422710724501,-3.2915890834637085,Macrophage
880.16.006,-1.7762751182949086,-2.032687901550955,-0.7939661972915636,Epithelial
880.16.008,-0.9305407526815762,-2.2752433762616286,-3.063697109968396,
880.16.012,-0.20685891731847003,-2.3376992804579726,-3.2907853023491302,Epithelial
880.16.013,-1.7115975414740632,-3.14708845247399,-2.735810218712751,Epithelial
880.16.014,-1.349027301001127,-3.352056131567411,-2.4907261272477697,Epithelial
880.16.015,-1.2417420482446169,-3.1510589231198645,-2.2465702826237557,Smooth muscle
880.16.026,-0.8891790523951725,-1.6888794160821432,-3.362600786978313,Smooth muscle
880.16.027,0.7192356882747328,-3.546193855290694,-2.89936046704893,Endothelial
880.16.028,-1.3897872327837666,-1.779054365840677,-3.2845045187855666,Epithelial
880.16.047,-0.41568697432016477,-2.640654106243505,-1.3475496811208476,Smooth muscle
880.16.048,-2.249094875065741,-3.129167763256589,-1.9634521632287552,Epithelial
880.16.05,-0.6318875861519394,-3.2278499371423655,-3.2072144589116904,Macrophage
880.16.065,-1.869789076861088,-2.974067036608028,-1.8991899758476194,Epithelial
880.16.079,-0.2567165675242148,-3.084359493594808,-3.761246550643343,Endothelial
880.16.083,-1.135427326983202,-1.8048107306098078,-3.54828816177712,Smooth muscle
880.16.085,0.327120103955263,-4.623325471108011,-4.922924613400612,Endothelial
880.16.095,-1.5668569629045452,-2.207213907008723,-1.8530484304956305,Epithelial
880.16.099,-0.3947656281656425,-3.295919488314353,-4.841977974118505,Endothelial
880.16.107,-0.5328006991962253,-3.6607676282127133,-3.255120867836245,Endothelial
880.16.115,-0.387811973292631,-2.616578517606242,-2.726475701685205,Endothelial
880.16.116,-1.4422435701962444,-3.947854771461408,-4.284565743731871,Macrophage
880.17.013,-1.388119945587114,-2.2098187821914603,-3.609927181859322,Epithelial
880.17.015,-0.5145510032563381,-1.9035619274069588,-2.986995431121864,Epithelial
880.17.02,-0.2874907389167761,-0.18538818212940278,-3.6590603058842066,Smooth muscle
880.17.027,-0.6842285454834153,-3.128846633761051,-1.8690218604680933,Epithelial
880.17.028,-2.146700347992022,-2.345807589042602,-1.7091784360686915,Epithelial
880.17.038,-1.4175204858793082,-2.087366107946586,-2.2955712510412076,Epithelial
880.17.039,-0.9904238725794414,-3.4800680727582307,-2.370369345571701,Epithelial
880.17.047,-1.2347178530264245,-4.363777369597341,-2.0122723296377973,Epithelial
880.17.048,-1.3250855061046274,-2.011692477045005,-1.9897863058131384,Epithelial
880.17.055,-0.5550380169698457,-2.2193886998143113,-2.47091013718397,Epithelial
880.17.061,-1.0544214020477078,-0.8664242262674822,-1.9877022466890262,Smooth muscle
880.17.064,1.1393938898647464,-3.2282528128865025,-5.382836889628875,Endothelial
880.17.079,-0.9040001375522596,-3.6347190355875325,-4.443350798411087,Endothelial
880.17.087,-2.1070535313411702,-1.2937398491451937,-1.93807881216659,Endothelial
880.17.095,-0.9562000367753414,-0.9647589834328479,-2.078323676564735,Epithelial
880.17.102,-0.787523967477087,-2.299408702864554,-1.2941364861193445,Endothelial
880.17.104,-0.8897677550746558,-2.3381715191646615,-4.280740657888761,Endothelial
880.17.115,-1.0985827271429838,-1.5636328324717572,-2.437540152950796,Endothelial
880.18.007,-1.0911697539512777,-2.1015926635093933,-4.050332728026504,Macrophage
880.18.008,-2.5902114665577587,1.3665575610121359,-6.26047156287291,Endothelial
880.18.013,0.5275793025475337,-2.651124367652864,-3.103322938222833,
880.18.02,-1.3176830396237609,-2.1659123366603863,-3.125332970697663,Smooth muscle
880.18.042,-1.4196444895498352,-2.6140348954904646,-1.9676575175561508,Epithelial
880.18.048,-0.6734536253743296,-3.173287587908508,-1.5015585210795515,Epithelial
880.18.05,-0.6623831592728504,-2.010247467492869,-3.6682366964984876,Endothelial
880.18.07,-2.1404372866010233,-0.9014476936900938,-5.683810541502759,Endothelial
880.18.087,-0.4073065763191139,-3.439431295546112,-2.7642484620365333,Epithelial
880.18.089,-0.5227099545337356,-2.6119283937864637,-3.919471885890251,Macrophage
880.18.108,-0.04928594295937158,-1.7855538557171764,-4.783059432845038,Endothelial
880.18.115,0.33489543674457095,-2.939020992419153,-4.946916713669983,Endothelial
880.19.003,-2.1410255523411954,-1.4178664016865727,-1.7901547828860338,Epithelial
880.19.004,-2.431759329300898,-2.39941479614492,-2.675316782311487,Endothelial
880.19.006,0.0974691747334072,-2.79358631574669,-2.454138061207829,Smooth muscle
880.19.012,-1.3625631817409647,-4.389979326683043,-4.5485490991871425,Endothelial
880.19.013,-0.6910251839162351,-1.6835394948905218,-2.5943512269913995,Epithelial
880.19.015,-1.2647993672645228,-1.788858743265447,-3.284065351668477,Epithelial
880.19.02,-0.9539697772534992,-2.8763115418426697,-2.740628748320713,Smooth muscle
880.19.026,-1.2979296225362886,-1.4666416886916935,-3.466971613704105,Smooth muscle
880.19.027,-1.2960909713080395,-3.3182370466860833,-3.064072916235758,
880.19.028,-2.713054257086262,-1.3831681835535559,-2.4953976707545986,Epithelial
880.19.042,-1.2666820005894157,-2.874909280686274,-4.5539860179884535,Endothelial
880.19.044,-1.148081579522374,-1.5930231934137469,-3.6728990253364477,Smooth muscle
880.19.046,-1.6833092582912095,-4.39730185659478,-2.909299825043617,Epithelial
880.19.05,0.28183225463072337,-2.4673104879276764,-2.9341485028274943,Endothelial
880.19.066,-1.5205609002520912,-2.747919153045494,-3.048238334756895,Macrophage
880.19.081,-1.692167447609234,-2.966202937575514,-3.897678812926907,Smooth muscle
880.19.092,-1.5477592070464037,-3.065895242432344,-3.361539571237311,Epithelial
880.19.103,-2.034780167956992,-1.8052633180160367,-3.332640789380776,
880.19.106,-1.7273278198648676,-1.1512645513358988,-2.819139547856843,
880.19.107,-0.28924935546687486,-3.2641893848664707,-4.3358502600910125,Epithelial
880.2.003,2.381811615294188,-1.3384172236297969,-0.23392172658636887,Endothelial
880.2.004,-1.907090118112834,-2.17590083701922,-2.201402511762894,Epithelial
880.2.011,-0.9956047485803606,-3.4825793101514035,-3.7168754927822976,Smooth muscle
880.2.012,-1.6678148452427106,-1.9264592282373414,-1.5429587094421562,Epithelial
880.2.039,-1.432920592630283,-3.218109267690652,-3.5246182903579983,Smooth muscle
880.2.048,-1.0506498670126017,-3.2718603321238726,-3.678126857943432,Smooth muscle
880.2.07,-0.8961249618455596,-2.925232072143247,-5.6887478671618235,Endothelial
880.2.082,0.09925896042047469,-2.615192161652951,-4.214977280019356,Macrophage
880.2.088,-0.8047457560179295,-2.2524368770716197,-4.130707407329128,Endothelial
880.2.089,-1.8889487558474283,-2.515623737571732,-4.632812266954997,Endothelial
880.2.091,-0.1325274196988427,-2.863830364465481,-4.8694463522947125,Endothelial
880.2.094,-1.2833576607925261,-2.7623136094173133,-4.01029562513417,Endothelial
880.2.104,-1.2346379760107804,-2.862161930814009,-2.9815105017301,Endothelial
880.2.106,-0.6409558132467862,-2.049774531655811,-4.0650903270958,Smooth muscle
880.2.107,-0.6218095335621856,-4.505440746295538,-4.970463318758526,Endothelial
880.2.113,-1.3812369836003433,-4.000060265295285,-3.1692471376803333,Macrophage
880.20.014,-1.1670019437622976,-2.5967107617490903,-3.060835589239283,Epithelial
880.20.015,-0.7573719690380409,-2.0942548821804396,-2.391556751515883,Epithelial
880.20.026,-0.232008501993637,-0.8749844600112306,-1.3280839884650824,Smooth muscle
880.20.028,-0.8646242796650334,-1.9878317662080174,-2.386032836988849,Smooth muscle
880.20.04,-1.3190095766437644,-1.7170181030399,-1.9136185534860866,Smooth muscle
880.20.048,0.3103476143676908,-0.7086005403579813,-3.420948961500756,Endothelial
880.20.061,-0.8073569782637109,-1.3691739423757574,-2.785914524006982,Endothelial
880.20.066,-1.531675235799156,-2.8738124613526286,-4.07602420946879,Epithelial
880.20.067,-0.7260581348167976,-1.3345126524482915,-3.96477045601228,Endothelial
880.20.081,-2.292083059301999,-2.1052425424546857,-2.1113940204834174,Epithelial
880.20.085,-0.9382080684694547,-2.667816567692328,-4.024976720080589,Endothelial
880.20.102,-0.5637523798240364,-3.0930933139803627,-3.969118310145713,Macrophage
880.20.106,-1.3081493683253778,-2.0477028270110025,-3.5380273950494914,Smooth muscle
880.21.012,-0.6916316378090186,-1.8090752137677608,-3.42641733295076,Smooth muscle
880.21.039,-1.8648369632579054,-2.246002619011769,-2.463032628816743,Endothelial
880.21.048,-1.3391333260940887,-4.653330700094636,-1.7152051685999394,Endothelial
880.21.055,-1.1328199492585866,-2.4308428089540284,-1.6520753969998072,Smooth muscle
880.21.059,-0.6777247912171633,-4.758213212522467,-3.69758962016676,Endothelial
880.21.065,-1.787728743511042,-2.745361870202598,-2.824004184031649,Epithelial
880.21.066,-2.1999099407366405,-2.9139033496233373,-2.984909289575852,Epithelial
880.21.067,-0.9486530397198749,-3.1654193260375707,-3.7184577848504903,Epithelial
880.21.07,-0.604876492751849,-3.048708131238595,-2.631883810866143,Endothelial
880.21.078,-1.7807894731474465,-3.132529429721382,-0.9735132661429844,Epithelial
880.21.079,-1.0417714045269273,-2.5347194064287555,-4.309695220574705,Macrophage
880.21.081,-1.0785985478914941,-2.0984690913025594,-3.736040167913124,Endothelial
880.21.085,-0.8330059902165126,-1.9678270612437971,-4.670535356929405,Endothelial
880.21.086,-0.11888195060118434,-0.09843720257685663,-2.4253720006771418,Endothelial
880.21.088,0.015270581752683728,-2.8238305746420096,-3.482407303604822,Endothelial
880.21.089,-0.5158848720526218,-0.9629330870345121,-4.740737135837923,Macrophage
880.21.091,-1.4247097269330444,-1.6143618804578856,-2.894424527025353,Macrophage
880.21.092,-1.830647024179098,-2.6231059467652043,-1.1698020500322837,Epithelial
880.21.095,-0.3481526612145956,-2.0611525595780438,-2.462503687971522,Smooth muscle
880.21.107,-0.10064336310409897,-3.774892938070634,-2.2272474453280147,Smooth muscle
